Program ID,Broad Field,Field,Institution Name,Program Name,Program Website,Control,Regional Code,Program Size Quartile
20026446,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Baylor College of Medicine,Cardiovascular Sciences,http://www.bcm.edu/medicine/cvs/?PMID=3459,Private,SC,1
20043351,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Baylor University,Biomedical Studies,http://www.baylor.edu/biomedical_studies/splash.php,Private,SC,1
20036106,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Boston College,Biology/Integrated Biology/Integrated Biomedical Sciences,http://www.bc.edu/biology,Private,NE,2
20059057,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Boston University,Biology,http://www.bu.edu/biology,Private,NE,4
20066752,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Brigham Young University,Physiology and Developmental Biology,http://pdbio.byu.edu/home/,Private,W,1
20032935,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),California Institute of Technology,Biology,http://www.biology.caltech.edu/,Private,W,4
20057033,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),City University of New York Grad. Center,Biology,http://web.gc.cuny.edu/Biology/,Public,NE,4
20066794,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Clark University,Biology,http://www.clarku.edu/departments/biology,Private,NE,1
20071488,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Clemson University,Biological Sciences,http://www.clemson.edu/biosci/graduate,Public,SA,1
20025654,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Cleveland State University,Regulatory Biology,http://www.csuohio.edu/sciences/dept/biology/BGESweb09/DegreesAndPrograms/ms_bio/index.html#phd,Public,MW,3
20023588,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Cold Spring Harbor,Doctoral Program in the Biological Sciences,http://www.cshl.edu/gradschool,Public,NE,2
20057444,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Columbia University In The City of New York,Biological Sciences,http://www.columbia.edu/cu/biology/,Private,NE,4
20057693,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Columbia University In The City of New York,"Integrated Pgm in Cellular, Molecular & Biophysical Studies",http://cpmcnet.columbia.edu/dept/gsas/integrated/,Private,NE,4
20048288,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Dartmouth College,Molecular & Cellular Biology,http://www.dartmouth.edu/~mcb/,Private,NE,4
20026970,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Drexel University,Biological Sciences,http://www.drexel.edu/biology/PhDbioscience.html,Private,NE,2
20029906,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Duke University,Biology,http://www.biology.duke.edu/,Private,SA,4
20022741,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Florida Institute of Technology,Biological Sciences,http://www.fit.edu/biology,Private,SA,1
20034551,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Florida International University,Biology,http://www.fiu.edu/~biology1,Public,SA,3
20027209,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Florida State University,Biological Sciences,http://www.bio.fsu.edu/cell_and_molecular_biology.php,Public,SA,2
20029430,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Fordham University,Biological Sciences,http://www.fordham.edu/biology,Private,NE,1
20022958,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Georgetown University,Biology,http://biology.georgetown.edu/,Private,SA,2
20062879,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Georgia Institute of Technology,Biology,http://www.biology.gatech.edu/graduate-programs/,Public,SA,3
20025955,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Howard University,Biology,http://www.biology.howard.edu,Private,SA,1
20060392,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Illinois Institute of Technology,Biology,http://www.iit.edu/csl/bio/programs/grad/ms_mbb.shtml,Private,MW,1
20048343,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Indiana University Purdue University Indianapolis,Biology,http://www.biology.iupui.edu,Public,MW,1
20016317,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Iowa State University,Biomedical Sciences,http://vetmed.iastate.edu/bms,Public,MW,1
20056490,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Johns Hopkins University,Biology,http://www.jhu.edu/cmdb,Private,SA,4
20028525,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Kansas State University,Biology,http://www.ksu.edu/biology,Public,MW,3
20060334,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Loma Linda University,Biology,http://www.llu.edu/llu/grad/natsci/bio.html,Private,W,1
20057981,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Louisiana State University And Agricultural And Mechanical College,Biological Sciences,http://www.biology.lsu.edu,Public,SC,4
20058281,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Louisiana State University And Agricultural And Mechanical College,Veterinary Medical Science,http://www.vetmed.lsu.edu/,Public,SC,3
20040862,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Marquette University,Biological Sciences,http://biology.marquette.edu,Private,MW,2
20022369,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Michigan Technological University,Biological Sciences,http://www.bio.mtu.edu/,Public,MW,1
20024383,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Mississippi State University,Biological Sciences,http://www.msstate.edu/dept/biosciences/bio.html,Public,SC,1
20024587,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Mississippi State University,Veterinary Medical Science,http://www.cvm.msstate.edu/research/education.html,Public,SC,2
20060130,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Montana State University - Bozeman,Biology,http://www.montana.edu/ecology,Public,W,1
20071637,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Mt. Sinai School of Medicine,PhD in Biomedical Sciences,http://www.mssm.edu/gradschool/phd/,Private,NE,4
20070450,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),New York Medical College,Integrated PhD Program in Basic Medical Sciences,http://www.nymc.edu/Academics/SchoolOfBasicMedicalSciences/Programs/IntegratedPhdProgramIpp/index.html,Private,NE,3
20041353,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),North Carolina State University,Comparative Biomedical Sciences,http://www.cvm.ncsu.edu/ed/cbs/,Public,SA,3
20031826,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Northeastern University,Biology,http://www.biology.neu.edu/,Private,NE,2
20040312,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Northern Illinois University,Biology,http://www.bios.niu.edu,Public,MW,2
20068941,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Northwestern University,Interdepartmental Biological and Life Sciences Program,http://www.tgs.northwestern.edu/academics/bioandlifesciences/IBLS,Private,MW,4
20029113,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Ohio State University Main Campus,Integrated Biomedical Science Graduate Program,http://www.ibgp.org/,Public,MW,4
20029391,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Ohio State University Main Campus,Veterinary Biosciences,http://www.vet.ohio-state.edu/biosciences.htm,Public,MW,3
20029401,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Ohio State University Main Campus,Veterinary Preventative Medicine,http://www.vet.ohio-state.edu/,Public,MW,1
20013789,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Ohio University Main Campus,Biological Sciences,http://bios.ohio.edu/graduate,Public,MW,2
20041887,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Oklahoma State University Main Campus,Biomedical Sciences,http://www.healthsciences.okstate.edu/biomedical/index.cfm,Public,SC,1
20042145,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Oklahoma State University Main Campus,Veterinary Biomedical Sciences,http://www.cvm.okstate.edu/graduate/default.asp,Public,SC,2
20031237,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Penn State University,Biology,http://www.bio.psu.edu/,Public,NE,3
20031648,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Penn State University,Pathobiology,http://www.vetsci.psu.edu/grad/apply.cfm,Public,NE,1
20032582,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Princeton University,Molecular Biology,http://www.molbio2.princeton.edu,Private,NE,4
20058809,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Rockefeller University,The David Rockefeller Graduate Program,http://www.rockefeller.edu/graduate,Private,NE,4
20032304,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Seton Hall University,Health Sciences,http://gradmeded.shu.edu,Private,NE,4
20052407,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Stanford University,Biological Sciences,http://www.stanford.edu/dept/biology/,Private,W,4
20033507,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),State University of New York At Albany,Biology,http://www.albany.edu/biology/index.shtml,Public,NE,2
20033510,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),State University of New York At Albany,Biomedical Science,http://www.wadsworth.org/sph/bms,Public,NE,3
20037406,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),State University of New York At Binghamton,"Biochemistry, Cell Biology & Molecular Biology",http://www2.binghamton.edu/biology/,Public,NE,1
20038434,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),State University of New York At Buffalo,Biological Sciences,http://www.grad.buffalo.edu/biologicalsciences/,Public,NE,4
20022783,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Texas Tech University,Biology,http://www.biol.ttu.edu,Public,SC,3
20029537,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Tufts University,Biology,http://ase.tufts.edu/biology,Private,NE,2
20066901,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Tulane University,Biomedical Sciences,http://www.biomedicalsciences.tulane.edu,Private,SC,4
20048505,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Alabama At Birmingham,Biology,http://www.uab.edu/uabbio/,Public,SC,2
20013543,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Arkansas Main Campus,Biological Sciences,http://biology.uark.edu/,Public,SC,2
20013653,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Arkansas Main Campus,Health Science,http://hkrd.uark.edu,Public,SC,1
20065546,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of California-San Diego,Biological Sciences,http://www.biology.ucsd.edu/,Public,W,4
20065559,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of California-San Diego,Biomedical Sciences,http://biomedsci.ucsd.edu/,Public,W,4
20069461,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of California-San Francisco,Biomedical Sciences,http://www.ucsf.edu/bms/,Public,W,4
20069555,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of California-San Francisco,Oral and Craniofacial Sciences,http://www.ucsf.edu/ocsci/,Public,W,1
20013909,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Central Florida,Biomolecular Sciences,http://www.biomed.ucf.edu/,Public,SA,3
20031994,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Cincinnati Main Campus,Biological Sciences,http://www.biology.uc.edu/,Public,MW,1
20055530,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Dayton,Biology,http://biology.udayton.edu,Private,MW,1
20012104,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Delaware,Biological Sciences,http://www.udel.edu/bio/ed/grad/,Public,SA,2
20042763,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Illinois At Chicago,Biological Sciences,http://www.uic.edu/depts/bios/,Public,MW,4
20020154,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Iowa,Biological Sciences,http://www.biology.uiowa.edu,Public,MW,3
20028091,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Kentucky,Biology,http://www.as.uky.edu/Biology/,Public,SC,3
20036339,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Maryland Baltimore County,Biological Sciences,http://www.umbc.edu/biosci,Public,SA,2
20050069,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Maryland College Park,Biology,http://www.biology.umd.edu/,Public,SA,2
20047823,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Massachusetts Amherst,Animal Biotechnology and Biomedical Sciences,http://www.umass.edu/vasci/graduate/index.html,Public,NE,1
20070078,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Massachusetts At Worcester,Interdisciplinary Graduate Programs,http://umassmed.edu/igp/index.aspx,Public,NE,4
20050755,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Miami,Biology,http://fig.cox.miami.edu/,Private,SA,3
20062329,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Mississippi,Biological Sciences,http://www.olemiss.edu/depts/biology/,Public,SC,1
20025230,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Missouri - Columbia,Biological Sciences,http://biology.missouri.edu,Public,MW,3
20015237,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of New Mexico Main Campus,Biomedical Sciences,http://hsc.unm.edu/som/research/bsgp/,Public,W,4
20045113,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of North Carolina At Chapel Hill,Biology,http://www.bio.unc.edu/,Public,SA,4
20047263,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of North Texas,Biology,http://www.biol.unt.edu/,Public,SC,2
20069649,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of North Texas Health Science Center,Biomedical Sciences,http://www.hsc.unt.edu/departments/BMSC/,Public,SC,1
20035880,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Notre Dame,Biological Sciences,http://biology.nd.edu/,Private,MW,4
20051848,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Oklahoma Norman Campus,Zoology,http://www.ou.edu/cas/zoology,Public,SC,2
20043814,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Oregon,Biology,http://biology.uoregon.edu/,Public,W,3
20036698,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Pennsylvania,Biology-School of Arts and Sciences,http://www.bio.upenn.edu/programs/graduate,Private,NE,3
20049546,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Pittsburgh Pittsburgh Campus,Biological Sciences,http://www.pitt.edu/~biology,Public,NE,3
20064945,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Rhode Island,Biological Sciences,http://www.uri.edu/cels/bio/BIO_Phdcurric.html,Public,NE,1
20069131,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Rochester,Biology,http://www.rochester.edu/College/BIO/index.html,Private,NE,2
20067706,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Carolina Columbia,Biological Sciences,http://www.biol.sc.edu,Public,SA,3
20024781,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Florida,Biology,http://www.cas.usf.edu/biology/,Public,SA,3
20067719,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Carolina Columbia,Biomedical Sciences,http://pathmicro.med.sc.edu/graduate/biomed.htm,Public,SA,2
20024914,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Florida,Medical Sciences,http://health.usf.edu/medicine/graduatestudies/,Public,SA,4
20032744,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Southern Mississippi,Biological Sciences,http://www.usm.edu/biology,Public,SC,2
20046109,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Texas Hlth Sci Cntr. At Houston\univ. of Texas M.d. Anderson Cancer Cntr.(Uthsch\utmdacc),Interdisciplinary Biomedical Sciences,http://www.uthouston.edu/gsbs/,Public,SC,4
20018975,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Texas Southwestern Medical Center At Dallas,Integrative Biology,http://www.utsouthwestern.edu/graduateschool/integrativebiology.html,Public,SC,3
20043584,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Toledo,Molecular Basis of Disease,http://hsc.utoledo.edu/grad/mbd/index.html,Public,MW,3
20047467,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Utah,Biology,http://www.biology.utah.edu,Public,W,3
20027490,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Vermont,Biology,http://www.uvm.edu/~biology/,Public,NE,2
20023193,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Virginia,Biology,http://www.virginia.edu/biology/,Public,SA,2
20059510,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Botany,http://monera.biology.washington.edu/biology/,Public,W,2
20059808,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Molecular and Cellular Biology,http://www.mcb-seattle.edu,Public,W,4
20060046,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Zoology,http://monera.biology.washington.edu/biology/,Public,W,3
20030490,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Wisconsin-Madison,Comparative Biomedical Sciences,http://www.ahabs.wisc.edu/gradprogram,Public,MW,3
20062549,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Biology (SCI),http://www.biology.usu.edu,Public,W,3
20051864,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Vanderbilt University,Biological Sciences,http://www.vanderbilt.edu/biosci/grad,Private,SC,3
20062808,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Wildlife Biology (NR),http://www.cnr.usu.edu/wild/htm/graduate-programs,Public,W,1
20044392,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Virginia Polytechnic Institute And State University,Biological Sciences -,http://www.biol.vt.edu/,Public,SA,2
20062769,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Range Science (NR),http://www.cnr.usu.edu/wild/htm/graduate-programs,Public,W,1
20034454,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wake Forest University,Biology,http://www.wfu.edu/biology/new/grad/,Private,SA,2
20021386,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wayne State University,Biological Sciences,http://www.clas.wayne.edu/Biology/,Public,MW,2
20070599,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Western Michigan University,Biological Sciences,http://www.wmich.edu/bios,Public,MW,2
20049407,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wright State University Main Campus,Biomedical Sciences,http://www.wright.edu/academics/biomed,Public,MW,3
20063580,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Yale University,Investigative Medicine,http://info.med.yale.edu/invmed/,Private,NE,1
20063661,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Yale University,"Molecular, Cellular & Developmental Biology",http://www.biology.yale.edu/,Private,NE,4
20035042,Biological and Health Sciences,Cell and Developmental Biology,Arizona State University,Molecular and Cellular Biology,http://sols.asu.edu/sols_faculties/facultys_faculties.php?cmb,Public,W,3
20026459,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Cell & Molecular Biology,http://www.bcm.edu/cmb/,Private,SC,4
20026475,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Developmental Biology,http://www.bcm.edu/db/,Private,SC,3
20026491,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Molecular & Cellular Biology,http://www.bcm.edu/mcb,Private,SC,4
20059280,Biological and Health Sciences,Cell and Developmental Biology,Boston University,Pathology & Cell and Molecular Biology,http://www.bu.edu/academics/degrees/medicine/,Private,NE,3
20018140,Biological and Health Sciences,Cell and Developmental Biology,Brown University,"BIOMED: Molecular Biology, Cell Biology, and Biochemistry",http://www.brown.edu/Departments/Molecular_Biology/Grad_Program/,Private,NE,4
20037163,Biological and Health Sciences,Cell and Developmental Biology,Carnegie Mellon University,Biological Sciences,http://www.cmu.edu/bio/,Private,NE,3
20056270,Biological and Health Sciences,Cell and Developmental Biology,Colorado State University,Cell & Molecular Biology,http://www.cmb.colostate.edu,Public,W,3
20057486,Biological and Health Sciences,Cell and Developmental Biology,Columbia University In The City of New York,Cell Biology and Pathobiology,http://www.cumc.columbia.edu/dept/gsas/ac_programs/aanndcbiology_frame.html,Private,NE,2
20065452,Biological and Health Sciences,Cell and Developmental Biology,Cornell University,Weill Graduate School of Medical Sciences - Cell Biology & Genetics,http://biomedsci.cornell.edu/graduate_school/html/14809.cfm,Private,NE,2
20029841,Biological and Health Sciences,Cell and Developmental Biology,Duke University,Cell Biology,http://www.cellbio.duke.edu/graduate/gradprogram.html,Private,SA,3
20029883,Biological and Health Sciences,Cell and Developmental Biology,Duke University,Molecular Cancer Biology,http://cancerbio.mc.duke.edu/,Private,SA,4
20061922,Biological and Health Sciences,Cell and Developmental Biology,Emory University,"Biochemistry, Cell and Developmental Biology (BCDB)",http://www.biomed.emory.edu/programs/program_bcdb.cfm,Private,SA,4
20022961,Biological and Health Sciences,Cell and Developmental Biology,Georgetown University,Cell Biology,http://bmcb.georgetown.edu/home.html,Private,SA,1
20023096,Biological and Health Sciences,Cell and Developmental Biology,Georgetown University,Tumor Biology,http://lombardi.georgetown.edu/education/studying/index.htm,Private,SA,3
20066189,Biological and Health Sciences,Cell and Developmental Biology,Harvard University,DMS-Biological and Biomedical Sciences,http://www.hms.harvard.edu/dms/,Private,NE,4
